#Gene	Initiation	Avg. norm. mRNA read count	Avg. norm. rib. read count	Fitness	No. of segments
YBR005W	1.09339E-005	2.62622E-007	0.000000074	12.6031	5
YDL120W	2.74543E-005	3.89197E-007	2.85773E-007	58.0174	12
YLL026W	0.000103711	2.90605E-007	5.22496E-007	165.979	55
YJL165C	1.57291E-005	1.48434E-007	4.19439E-008	-15.474	10
YGR231C	3.99217E-005	0.000000536	4.41817E-007	101.86	22
YEL063C	4.01879E-005	2.02578E-007	1.56817E-007	129.232	28
YBL076C	0.00011115	5.48807E-007	1.06235E-006	174.158	73
YMR113W	1.63086E-005	1.32418E-007	4.99366E-008	19.9927	7
YGL134W	5.88244E-006	0.000000128	1.49084E-008	12.3122	2
YDR326C	4.60101E-005	3.91269E-008	4.348E-008	-30.9966	11
YKR068C	3.18723E-005	0.000000303	2.24124E-007	60.707	13
YML021C	2.38234E-005	1.26257E-007	6.85152E-008	37.0447	7
YGL021W	1.38674E-005	1.90815E-007	6.03668E-008	73.2404	17
YPR032W	3.40547E-005	6.03247E-008	5.10576E-008	-0.146687	13
YBR143C	3.48058E-005	1.14965E-006	0.000000843	133.214	31
YDR086C	5.43941E-005	1.45989E-006	1.91976E-006	17.945	4
YMR006C	8.50836E-005	1.72506E-007	1.8855E-007	55.233	29
YJR130C	1.02364E-005	0.000000093	1.81683E-008	10.4107	4
YPL072W	9.72132E-006	4.73542E-008	1.14794E-008	10.5238	2
YAL016W	2.55295E-005	4.69938E-007	2.55378E-007	244.407	45
YHR167W	1.27956E-005	1.82778E-007	5.95514E-008	14.9997	5
YJL134W	9.46378E-006	3.48063E-007	1.25184E-007	45.91	18
YKL146W	1.69095E-005	1.39903E-007	5.68386E-008	75.9444	14
YDR449C	0.000016652	3.20206E-007	1.01744E-007	0.186828	14
YNR039C	1.05905E-005	1.11229E-007	2.82724E-008	27.3194	5
YKL080W	4.62677E-005	1.0973E-006	8.93377E-007	125.403	29
YPL152W	1.94231E-005	1.675E-007	0.000000052	-0.638147	5
YBL099W	5.99536E-005	8.64698E-007	1.11387E-006	107.274	38
YLR183C	0.00003294	1.27745E-007	7.46275E-008	59.1412	13
YGL224C	1.55574E-005	2.88898E-007	8.54147E-008	50.4627	9
YKL186C	2.14814E-005	3.95918E-007	2.52263E-007	61.0307	13
YPL064C	0.000012624	1.62602E-007	3.50985E-008	11.8242	3
YHR070W	0.00805715	1.83634E-007	1.05594E-007	-2684.04	15
YNR013C	0.000020006	2.34783E-007	1.50248E-007	108.864	38
YBR109C	3.53585E-005	1.93958E-006	1.48333E-006	48.1188	9
YBR172C	2.09663E-005	0.000000126	6.06615E-008	60.8735	15
YDR346C	4.85667E-005	4.28925E-007	3.89489E-007	159.799	35
YJL172W	0.000123363	2.23146E-007	4.58362E-007	107.631	31
YJL010C	3.21299E-005	1.22272E-007	9.76954E-008	76.4249	16
YOL125W	1.17494E-005	1.5053E-007	3.54048E-008	34.8064	6
YNL322C	2.95223E-005	6.72251E-007	5.19869E-007	109.956	22
YGR095C	1.65661E-005	2.7933E-007	1.21453E-007	43.5242	9
YKR042W	4.67827E-005	1.7331E-006	1.44155E-006	142.863	28
YKL160W	2.59963E-005	0.000000629	4.26348E-007	24.8416	9
YPL092W	0.000022922	2.80347E-007	1.11264E-007	34.8836	15
YPL029W	9.72132E-006	7.71241E-008	2.05291E-008	-1.64664	4
YBR236C	1.60725E-005	1.8861E-007	7.34923E-008	30.6429	11
YDL091C	1.33966E-005	1.37472E-007	4.31529E-008	21.7094	6
YDL142C	1.20928E-005	1.97405E-007	5.56438E-008	-11.4268	4
YMR066W	1.50263E-005	0.000000048	1.38761E-008	-12.6535	4
YJR001W	2.01294E-005	2.99697E-007	0.000000124	136.214	27
YGL196W	1.20713E-005	2.61782E-007	6.86383E-008	16.9511	9
YKL126W	2.41346E-005	2.89949E-007	1.50652E-007	118.847	31
YKL011C	9.72132E-006	1.40437E-007	2.63292E-008	15.9811	3
YJL129C	1.72958E-005	4.95948E-008	1.72623E-008	-27.6005	5
YLR209C	2.27369E-005	2.28186E-007	1.11265E-007	71.4707	14
YHR158C	6.08227E-005	3.17343E-008	5.16332E-008	22.4205	8
YJL209W	1.20713E-005	6.80687E-008	1.29028E-008	10.0561	3
YDR264C	2.07303E-005	2.39722E-007	1.14287E-007	135.803	31
YKL039W	2.59963E-005	5.06895E-007	2.80945E-007	148.145	35
YKL064W	2.14814E-005	9.78178E-008	4.09349E-008	2.76676	13
YKR022C	0.000008667	1.0132E-007	0.000000024	9.46604	2
YMR026C	0.000008109	1.2981E-007	2.58182E-008	23.8387	4
YJL074C	6.09944E-005	1.95029E-008	3.97756E-008	11.584	4
YLR370C	4.23662E-005	6.15221E-007	5.85681E-007	56.9533	14
YNL177C	2.23506E-005	2.96285E-007	1.41234E-007	49.5338	15
YMR297W	3.25967E-005	0.00000111	8.80632E-007	164.473	34
YLR387C	0.000019391	0.000000328	1.62481E-007	59.0223	20
YLR250W	4.74802E-005	0.000000546	3.97552E-007	82.772	16
YKL122C	3.50634E-005	0.000000402	3.43681E-007	47.9522	10
YOR070C	6.54237E-006	1.63691E-007	3.21473E-008	-48.6774	7
YAL043C	1.33751E-005	0.000000203	6.84116E-008	84.1206	18
YOL093W	1.90368E-005	2.10889E-007	1.02142E-007	38.5839	9
YBR281C	3.44839E-005	0.000000072	5.9551E-008	40.5567	13
YOL042W	1.70812E-005	1.63841E-007	5.11707E-008	7.05047	4
YLR425W	2.34371E-005	2.43812E-008	1.0192E-008	-7.1471	3
YHR146W	5.10113E-005	2.15091E-007	2.7275E-007	99.7167	26
YPL125W	2.58729E-005	9.82376E-008	5.32997E-008	7.95816	15
YIL070C	9.20325E-005	1.69543E-007	3.15829E-007	41.7803	11
YCL037C	0.000743677	6.55024E-008	7.88344E-007	5.8142	6
YHL020C	5.2386E-006	2.24482E-007	6.81072E-008	-109.588	9
YGR081C	2.45209E-005	3.99673E-007	1.96676E-007	0.448191	10
YDR289C	4.54307E-005	5.39112E-008	5.68244E-008	24.1605	5
YFR042W	2.43063E-005	2.5509E-007	1.36152E-007	17.2495	7
YOR066W	2.01294E-005	5.95958E-008	3.02776E-008	21.1809	7
YOR354C	3.22157E-005	1.45179E-007	6.51697E-008	-32.9279	15
YOR157C	3.45698E-005	7.42239E-007	5.94383E-007	72.2061	17
YJL039C	5.95673E-005	5.54392E-008	9.01739E-008	-116.15	21
YOR036W	1.47687E-005	1.33617E-007	0.000000045	8.43259	4
YGR032W	2.52935E-005	3.16784E-008	0.000000015	-11.2035	5
YNL245C	0.000010451	1.53913E-007	4.62182E-008	12.8323	2
YLR170C	4.30766E-005	2.34122E-007	2.71576E-007	24.0883	8
YGL040C	2.63397E-005	6.9066E-007	4.16523E-007	137.767	26
YNL292W	2.91655E-005	1.63778E-007	1.08941E-007	64.5785	14
YLR305C	3.70968E-005	5.67871E-008	5.25233E-008	-78.548	22
YNL197C	2.69192E-005	8.6384E-008	0.000000094	-30.5096	13
YNR024W	1.92515E-005	1.264E-007	7.44606E-008	4.40692	3
YOL108C	0.000018165	1.34118E-007	5.97598E-008	11.1746	3
YJL092W	2.52935E-005	2.48105E-008	1.48822E-008	3.65944	5
YMR316W	0.000008109	2.62594E-007	2.6368E-008	-9.09896	4
YOL140W	9.46378E-006	1.68858E-007	0.000000026	22.3615	4
YIL038C	4.12824E-005	1.25162E-007	1.01448E-007	50.9426	23
YNR009W	0.000027626	1.546E-007	8.4728E-008	20.3001	5
YPL043W	4.69973E-005	1.11305E-007	1.12567E-007	73.2648	16
YIL138C	5.68782E-005	4.74639E-007	0.000000455	45.6714	10
YJR127C	1.20713E-005	9.98404E-008	2.32982E-008	-37.1159	10
YGL223C	1.05905E-005	2.63247E-007	6.82211E-008	20.972	10
YIL143C	1.86076E-005	0.000000122	4.31973E-008	79.7196	15
YGR092W	1.24147E-005	2.44344E-007	0.000000065	8.5222	12
YKR030W	1.40391E-005	0.000000266	9.55783E-008	30.305	8
YDR328C	3.68822E-005	6.80842E-007	6.06098E-007	59.9537	15
YLR247C	1.99577E-005	4.58157E-008	2.14898E-008	18.8355	11
YOR038C	1.85218E-005	8.31809E-008	3.26002E-008	32.1438	9
YDL235C	3.18723E-005	4.1773E-007	3.12751E-007	54.509	12
YOR057W	1.90368E-005	2.35723E-007	8.65883E-008	40.6983	11
YIR009W	1.11056E-005	1.68926E-007	1.07806E-007	11.8895	3
YDL189W	2.09663E-005	1.87569E-007	6.91879E-008	24.8016	11
YOR362C	3.99304E-005	7.49931E-007	6.03371E-007	92.7937	18
YGR109C	1.56057E-005	9.05706E-008	3.4689E-008	10.6569	3
YKL073W	9.75634E-005	8.7238E-008	1.03616E-007	25.6968	17
YGR103W	4.25379E-005	3.44444E-007	3.51068E-007	143.305	41
YHR151C	9.80716E-006	9.78085E-008	2.36669E-008	-4.84977	4
YDR311W	1.11056E-005	1.87718E-007	3.94475E-008	-5.47615	8
YHR002W	1.00647E-005	1.3956E-007	2.02953E-008	12.1004	3
YGR178C	3.90525E-005	0.000000274	2.05749E-007	202.262	46
YGR057C	0.000008109	1.6759E-007	0.000000024	10.3714	2
YPR171W	1.02364E-005	1.226E-007	3.77336E-008	31.5042	8
YBR216C	1.52623E-005	0.000000142	5.67685E-008	47.6329	12
YGL150C	5.29669E-005	4.20941E-008	4.84081E-008	-92.8891	13
YGL143C	1.35562E-005	1.26627E-007	3.71854E-008	24.9452	5
YMR318C	5.35249E-005	1.19142E-006	1.15066E-006	122.309	26
YGR181W	3.88379E-005	5.66151E-007	0.000000458	38.9562	7
YHR108W	3.11212E-005	0.000000502	3.0913E-007	182.029	42
YOR349W	0.00001633	4.64032E-008	0.000000014	-2.48863	5
YKR101W	1.14919E-005	6.73721E-008	1.38485E-008	12.4817	3
YOL020W	3.22157E-005	1.46662E-007	1.01823E-007	70.7061	15
YBR086C	4.02738E-005	2.84193E-007	2.42175E-007	217.552	58
YDR135C	7.45897E-005	1.24944E-007	1.86457E-007	-32.429	46
YAR003W	9.80716E-006	1.44391E-007	3.34837E-008	21.1404	4
YBL030C	6.34786E-005	1.57843E-006	1.65879E-006	109.887	23
YMR256C	0.000109895	4.52364E-007	9.89623E-007	12.2302	3
YBL060W	9.36452E-006	9.23923E-008	1.59308E-008	20.7262	4
YNL304W	1.24147E-005	1.03108E-007	2.91688E-008	16.708	4
YNL180C	1.30532E-005	3.99387E-007	1.39661E-007	20.022	15
YER148W	2.07088E-005	6.87337E-007	3.22194E-007	78.8512	15
YHL015W	5.86313E-005	1.97119E-005	1.56091E-005	38.0953	8
YOR303W	0.000008109	0.000000576	1.01522E-007	85.585	17
YLR335W	3.50634E-005	0.000000328	0.000000234	223.619	52
YLL013C	0.000246502	1.35495E-008	1.20067E-007	-11.2035	3
YMR192W	1.60725E-005	9.40899E-008	4.19186E-008	8.26469	9
YGR078C	2.65972E-005	3.80402E-007	3.07767E-007	63.7639	13
YML074C	0.000125803	5.64802E-007	8.19929E-007	80.7259	31
YER073W	2.96082E-005	2.23577E-007	1.33802E-007	84.8454	24
YER038C	0.000008109	6.46232E-008	8.10023E-009	4.79024	1
YLL038C	0.000010451	1.26938E-007	5.67802E-008	20.4942	4
YBR046C	4.25379E-005	2.08075E-007	1.50858E-007	51.7025	14
YOR056C	0.000025272	2.40055E-007	1.41929E-007	68.2381	19
YDR013W	1.33966E-005	2.44578E-007	7.36073E-008	0.789463	5
YPR125W	3.45698E-005	1.7092E-007	1.13351E-007	44.2094	14
YNL051W	1.65661E-005	1.89779E-007	5.68596E-008	33.5898	9
YDR261C	2.56154E-005	2.6471E-007	9.35567E-008	49.6304	18
YOR270C	4.05313E-005	8.54323E-007	6.56646E-007	248.68	62
YHR020W	7.77284E-005	6.13563E-007	8.69853E-007	249.351	53
YGL252C	2.50359E-005	1.87644E-007	1.00665E-007	87.6702	19
YOL033W	1.09339E-005	0.000000093	2.44691E-008	20.6738	5
YBR201W	2.01294E-005	1.8447E-007	7.62543E-008	10.4931	5
YLL043W	1.82642E-005	0.000000206	8.40768E-008	87.9409	19
YGL161C	1.72958E-005	3.70902E-007	1.42248E-007	94.3692	16
YOL133W	2.91655E-005	0.000000373	2.23863E-007	38.2438	7
YBR037C	2.01294E-005	2.01085E-007	1.10078E-007	31.9851	9
YGL179C	1.13202E-005	0.000000062	1.24406E-008	11.0574	2
YGR049W	3.57877E-005	2.07443E-007	1.34166E-007	30.5593	7
YAL023C	6.67312E-005	0.000000434	5.4226E-007	250.07	58
YNL263C	2.65972E-005	3.91823E-007	2.64199E-007	104.858	22
YMR115W	1.97343E-005	1.60837E-007	6.1805E-008	36.3086	10
YKR099W	1.77787E-005	5.77161E-008	1.75907E-008	9.47439	5
YML100W	2.43063E-005	2.18238E-007	1.2827E-007	42.1194	37
YDL166C	3.90525E-005	2.54077E-007	0.0000002	43.0064	11
YDR128W	1.50048E-005	5.61348E-008	0.000000018	22.9549	7
YNL148C	1.38674E-005	6.37626E-008	3.5278E-008	11.7937	3
YER051W	6.92867E-006	1.07917E-007	1.42237E-008	11.6358	2
YER004W	3.72685E-005	4.26736E-007	3.68414E-007	87.4627	17
YGL119W	1.97343E-005	1.39577E-007	5.3481E-008	36.1344	9
YMR052W	1.99577E-005	8.77647E-008	3.66558E-008	8.18802	2
YCR072C	1.96626E-005	2.28238E-007	9.13113E-008	72.617	15
YMR158W	5.94683E-005	1.46793E-007	1.97757E-007	15.516	5
YGR276C	2.23506E-005	1.33761E-007	0.000000064	87.4555	15
YMR203W	0.000082132	5.49897E-007	9.37489E-007	136.166	29
YLL036C	1.56057E-005	2.10905E-007	7.2443E-008	53.6775	12
YCR023C	6.54237E-006	1.70092E-007	3.4812E-008	0.933379	8
YDR519W	5.49735E-005	4.36747E-007	4.79795E-007	24.177	9
YGR278W	1.05905E-005	1.09747E-007	2.47986E-008	16.637	4
YDR069C	8.49534E-006	5.49448E-008	1.83119E-008	-57.2445	5
YLR034C	3.81377E-005	2.188E-007	1.7138E-007	114.532	25
YER019W	0.000010451	2.42232E-007	7.47539E-008	49.8454	13
YOR042W	2.13097E-005	3.33174E-007	1.83399E-007	141.231	27
YEL064C	9.46378E-006	8.225E-008	2.10811E-008	12.0151	4
YMR263W	2.07303E-005	1.64441E-007	1.04728E-007	25.3915	6
YDR270W	5.55745E-005	1.80858E-008	1.85959E-008	11.0367	3
YKR069W	5.2386E-006	1.1676E-007	1.05148E-008	12.8255	2
YBR004C	1.60725E-005	1.52078E-007	5.76755E-008	12.57	8
YPR033C	0.000057671	5.26468E-007	6.46141E-007	148.286	37
YJL217W	3.31761E-005	9.87411E-007	0.000000764	75.1931	14
YLR129W	2.89509E-005	1.61068E-007	9.51549E-008	51.9562	27
YPR120C	9.80716E-006	1.34826E-007	3.37895E-008	16.9333	4
YPR062W	5.56979E-005	7.074E-007	7.00466E-007	41.7745	10
YBL041W	4.96076E-005	6.49495E-007	0.000000617	78.8986	16
YGL127C	2.65758E-005	1.46528E-007	1.2647E-007	14.3626	3
YDR528W	1.56057E-005	5.09329E-008	2.15205E-008	10.7192	3
YDL058W	0.000116264	2.088E-008	5.87922E-008	-40.4251	8
YPR065W	0.000012624	2.18865E-007	1.67421E-007	-88.045	12
YGR232W	3.12929E-005	2.97092E-007	2.27528E-007	66.3136	14
YBR026C	2.45209E-005	0.000000403	0.000000227	144.239	28
YMR172W	1.02364E-005	0.000000062	1.51533E-008	18.7301	4
YNL214W	1.00647E-005	1.49408E-007	5.94751E-008	6.75051	3
YDL185W	0.000176431	0.000000493	1.65163E-006	73.4527	70
YLR403W	2.10522E-005	1.2927E-007	6.00983E-008	29.5723	11
YBR091C	1.14919E-005	2.25716E-007	1.91122E-007	-30.5584	6
YPR180W	2.27369E-005	1.36598E-007	0.000000087	29.67	8
YEL013W	0.000061252	1.98273E-007	2.67747E-007	99.4205	27
YDL007W	3.77514E-005	0.000000495	3.9887E-007	168.125	32
YPR083W	8.49534E-006	7.32526E-008	1.0763E-008	11.0632	2
YNL094W	5.6249E-006	1.79607E-007	1.67388E-008	18.5326	3
YGR047C	2.98657E-005	3.72286E-008	2.54739E-008	16.2984	7
YDR480W	1.23289E-005	1.3742E-007	3.45007E-008	20.2775	3
YML004C	4.39552E-005	0.000000619	4.61797E-007	97.1647	25
YMR210W	1.00647E-005	1.84288E-007	4.83312E-008	14.089	7
YBR256C	2.27369E-005	3.65055E-007	1.701E-007	59.5806	14
YPL227C	2.23506E-005	3.38451E-007	1.59937E-007	46.9026	15
YLR023C	2.41346E-005	0.000000087	4.37594E-008	22.6827	7
YMR024W	0.000020006	2.42309E-007	1.36098E-007	72.3828	14
YBR059C	3.44839E-005	7.95562E-008	7.66258E-008	17.2652	21
YML019W	1.44254E-005	3.53493E-007	1.21569E-007	73.5675	14
YJL146W	1.17494E-005	1.3246E-007	3.71127E-008	19.5539	6
YDL045C	1.47687E-005	1.94494E-007	6.94572E-008	32.6841	7
YLR163C	2.65972E-005	3.04664E-007	0.000000139	66.7954	17
YGR172C	2.01294E-005	5.26314E-007	2.91297E-007	69.9166	15
YOR245C	0.000006757	1.59232E-007	4.33362E-008	-10.3335	6
YBR060C	1.52623E-005	1.3485E-007	0.000000035	17.7308	9
YMR123W	0.00004342	6.00686E-007	5.94296E-007	34.6751	7
YKL167C	3.24733E-005	4.02533E-007	2.72246E-007	29.2822	7
YPL159C	2.32654E-005	0.000000234	9.78592E-008	7.07079	7
YIR023W	2.58729E-005	3.54815E-008	0.000000021	28.6923	7
YOL109W	0.000124757	2.14316E-006	4.25689E-006	33.0201	7
YJL003W	0.000039707	1.13898E-007	1.20775E-007	15.4507	3
YMR067C	2.03869E-005	1.74103E-007	9.2845E-008	41.919	13
YJL011C	2.91655E-005	1.51166E-007	1.5106E-007	8.62979	5
YDL143W	3.48273E-005	7.4063E-007	5.23436E-007	178.1	37
YKL138C	7.27578E-005	2.47249E-007	2.9176E-007	18.0079	6
YBL079W	3.72685E-005	8.72568E-008	0.00000007	-24.6924	23
YNL056W	1.44254E-005	0.00000035	1.17424E-007	42.9021	8
YPL093W	5.20521E-005	3.68572E-007	3.42111E-007	228.966	50
YDR347W	0.000028463	1.84705E-007	0.000000147	58.8682	13
YFL001W	1.53482E-005	1.10531E-007	4.52207E-008	22.922	7
YKL025C	2.46926E-005	1.36592E-007	7.08419E-008	62.1986	15
YGL206C	0.000551658	5.2813E-008	5.13862E-007	-171.73	20
YPL188W	1.69095E-005	1.90876E-007	9.08948E-008	37.1706	12
YKL078W	0.000021696	5.424E-008	2.65327E-008	29.2873	7
YPL173W	3.40547E-005	1.38231E-007	9.42949E-008	28.8433	6
YNL132W	7.61027E-005	8.77754E-008	1.71727E-007	10.2994	21
YKL125W	2.04727E-005	1.71615E-007	7.6933E-008	34.7687	13
YLR264W	5.71559E-005	8.86376E-006	0.000007556	15.8778	3
YKL170W	4.60101E-005	2.59904E-007	2.32316E-007	29.7733	7
YNL036W	9.72132E-006	2.11042E-006	0.00000091	-19.1182	13
YOR115C	1.20713E-005	0.000000285	8.75983E-008	37.6488	9
YKL038W	1.23289E-005	5.73789E-008	1.38378E-008	4.90768	5
YLR208W	5.79285E-005	7.51119E-007	7.13076E-007	87.9833	23
YDR267C	1.72958E-005	1.99755E-007	9.66413E-008	40.1859	8
YLR286C	4.16687E-005	1.19613E-006	9.6769E-007	128.217	41
YNL016W	4.21516E-005	5.05815E-007	9.84367E-007	-105.991	33
YJL208C	2.82055E-005	1.58375E-007	1.18281E-007	65.4082	13
YLR384C	6.62483E-005	8.88692E-008	1.52371E-007	-45.7347	29
YPL060W	2.18355E-005	5.18014E-008	1.89069E-008	7.81073	2
YPR019W	3.04237E-005	0.000000095	5.73948E-008	59.539	15
YBR182C	4.19773E-006	1.1954E-007	1.00896E-008	6.65371	1
YOR162C	1.27956E-005	7.74628E-008	1.15402E-008	5.18628	3
YLR421C	3.75797E-005	5.63403E-007	5.30069E-007	32.8986	11
YMR145C	4.85667E-005	3.60924E-007	3.90569E-007	154.459	40
YMR110C	1.97343E-005	2.5742E-007	1.17608E-007	105.912	23
YDL212W	3.92242E-005	0.000000881	7.99248E-007	61.0111	14
YJR064W	6.19173E-005	5.56881E-007	5.12889E-007	124.015	39
YNL183C	0.000030252	8.73385E-008	4.42986E-008	32.5132	11
YDR496C	4.12824E-005	2.92385E-007	1.80259E-007	118.029	32
YOR285W	5.24384E-005	9.82484E-007	0.000001007	41.43	9
YJL002C	3.31761E-005	8.53857E-007	5.69245E-007	173.643	33
YGR261C	3.21299E-005	1.39441E-007	9.78535E-008	66.0139	25
YCR065W	1.90368E-005	1.42345E-007	6.74443E-008	-22.0092	10
YKL046C	3.55302E-005	3.30309E-007	2.32823E-007	132.58	30
YLR288C	5.88244E-006	8.97909E-008	0.000000015	11.5391	2
YPR159W	3.04237E-005	0.000000423	2.4549E-007	259.238	51
YGR223C	1.74353E-005	1.25463E-007	3.65405E-008	8.17576	4
YDR074W	1.46829E-005	5.74621E-007	1.93628E-007	57.3316	47
YAL035W	0.000126061	2.81525E-007	5.56752E-007	222.055	63
YHR059W	3.77514E-005	1.87611E-007	2.04096E-007	17.2852	5
YPR075C	1.57291E-005	2.63741E-007	9.82976E-008	79.8115	14
YAL014C	8.97822E-006	2.20511E-007	5.34022E-008	21.4902	5
YFL049W	1.23289E-005	1.05855E-007	0.000000032	19.9878	7
YNL309W	0.000013524	1.37437E-007	4.72987E-008	33.6807	7
YER099C	1.69095E-005	3.11663E-007	1.44427E-007	62.1893	15
YDL150W	1.59867E-005	2.0974E-007	8.31669E-008	54.4696	13
YOR171C	3.44839E-005	1.86474E-007	1.05653E-007	88.9829	23
YHR186C	3.34337E-005	3.41599E-008	3.20792E-008	-0.439011	11
YHR084W	2.27369E-005	0.000000026	1.94699E-008	2.58072	3
YKL003C	2.45209E-005	2.87712E-007	2.18332E-007	11.4734	7
YAL053W	0.000018165	2.51853E-007	1.26233E-007	96.5563	29
YNL149C	5.18804E-005	4.9962E-007	0.00000058	39.2426	8
YBR257W	1.90368E-005	1.17519E-007	5.29398E-008	13.543	4
YBR188C	2.10522E-005	1.47295E-007	7.78101E-008	14.361	3
YIL139C	8.63484E-006	1.2959E-007	2.33112E-008	6.7471	1
YJR119C	1.24147E-005	4.87185E-008	0.00000001	9.14959	2
YDL216C	0.000010451	0.000000085	1.76501E-008	6.97889	3
YHR018C	1.74675E-005	4.54502E-007	1.70508E-007	94.0715	28
YHR069C	1.53482E-005	3.12323E-007	9.9781E-008	61.6071	13
YDR329C	1.46829E-005	1.84256E-007	6.73843E-008	55.8038	11
YBR290W	1.77787E-005	2.33643E-007	8.17218E-008	23.8332	8
YIL142W	4.01879E-005	5.68679E-007	4.63387E-007	162.859	35
YFR025C	0.00001633	2.50078E-007	8.55739E-008	54.2342	9
YHR065C	2.32654E-005	2.55866E-007	1.48299E-007	105.393	27
YOR017W	1.27956E-005	5.75738E-008	2.06784E-008	-15.4514	5
YMR199W	2.79694E-005	1.05585E-007	7.70889E-008	19.5393	13
YJL140W	2.32654E-005	4.65673E-007	0.00000027	54.3231	15
YDR473C	2.10522E-005	5.6777E-008	2.36028E-008	12.5685	3
YKL192C	5.22667E-005	1.18231E-006	1.47879E-006	42.4308	9
YDR310C	1.94231E-005	0.000000093	4.24302E-008	22.6184	12
YPL146C	4.02738E-005	1.58651E-007	1.17435E-007	69.0896	14
YKL072W	2.23506E-005	6.05123E-008	2.18218E-008	-4.97776	5
YPL139C	2.34371E-005	1.61568E-007	6.91694E-008	46.3642	9
YNL138W	5.52311E-005	6.49604E-007	6.46685E-007	162.464	39
YNL154C	3.04237E-005	2.93899E-007	2.63876E-007	131.093	34
YNL001W	2.50359E-005	2.53158E-007	1.15197E-007	47.5678	15
YDL236W	2.50359E-005	5.43417E-007	3.26115E-007	109.514	21
YJL080C	0.000187333	1.92798E-007	6.32176E-007	49.9887	54
YIL046W	8.97822E-006	1.18484E-007	2.67114E-008	3.05881	6
YBR243C	3.25967E-005	2.03224E-007	1.2474E-007	72.0504	15
YGL142C	1.52623E-005	1.44496E-007	5.4587E-008	38.1674	11
YFR009W	4.07674E-005	3.8542E-007	0.000000286	202.678	47
YNL101W	1.24147E-005	1.32416E-007	3.30978E-008	34.8525	8
YGR179C	1.42537E-005	1.1943E-007	3.72881E-008	-3.66282	4
YDR081C	0.000021696	7.26617E-008	3.66555E-008	1.60679	10
YJL137C	1.20713E-005	1.21216E-007	3.45801E-008	9.11454	4
YKL065C	3.00374E-005	9.35214E-007	5.65215E-007	62.4331	14
YMR286W	3.75797E-005	2.32694E-007	3.0807E-007	3.2346	4
YBR139W	3.42264E-005	2.82514E-007	2.20301E-007	129.322	28
YBR115C	3.67105E-005	8.54585E-008	0.000000075	92.5432	27
YIR015W	1.44254E-005	1.42612E-007	4.04724E-008	7.38234	2
YDR448W	1.23289E-005	1.81351E-007	6.18848E-008	12.8918	8
YHR085W	9.72132E-006	2.17809E-007	0.000000068	28.5322	7
YHR188C	2.32654E-005	3.10685E-007	1.67404E-007	151.138	32
YBR052C	3.84086E-005	5.9136E-007	0.000000423	78.4832	15
YER122C	3.34337E-005	4.12099E-007	0.000000299	163.364	34
YGL084C	5.52311E-005	1.73906E-007	1.38544E-007	100.272	26
YLR291C	1.72958E-005	5.42416E-007	2.28152E-007	150.089	29
YOR191W	2.45209E-005	2.91975E-008	1.628E-008	-22.9537	6
YLR360W	1.02364E-005	2.02232E-007	3.01126E-008	16.2512	4
YHR164C	2.18677E-005	2.76154E-008	1.16238E-008	20.4294	6
YNL116W	1.52623E-005	1.61582E-007	0.000000044	36.6196	9
YDR361C	3.11212E-005	2.79808E-007	2.06109E-007	58.6209	16
YPL164C	3.61827E-006	7.16638E-008	7.49722E-009	7.43681	1
YBR171W	2.89298E-005	4.43074E-007	3.29611E-007	72.0891	15
YNL005C	2.21789E-005	2.44815E-007	1.15244E-007	65.6977	15
YER173W	6.22582E-006	7.76073E-008	8.94223E-009	4.98575	1
YMR162C	3.31761E-005	3.28235E-008	0.000000021	-24.7693	9
YMR274C	1.33966E-005	1.47739E-007	6.33431E-008	21.0933	6
YLR226W	1.05905E-005	2.01883E-007	0.000000052	14.0596	8
YKL181W	2.46926E-005	1.35982E-006	5.65926E-007	131.508	31
YOL032W	1.57291E-005	1.71523E-007	7.73359E-008	15.1139	5
YCR082W	2.01294E-005	3.4985E-007	2.39704E-007	37.5287	7
YLL021W	7.87787E-005	2.89483E-008	0.000000063	-70.7806	10
YHR027C	0.000144565	1.65851E-007	4.2885E-007	108.027	42
YNR047W	3.90525E-005	2.24328E-008	3.73539E-008	7.85666	4
YFR007W	2.09663E-005	8.61081E-008	0.000000038	13.163	3
YOR315W	1.70812E-005	2.41393E-007	9.7925E-008	56.8161	12
YLR333C	0.00009082	4.68269E-006	5.92005E-006	29.3945	6
YKL084W	3.21299E-005	2.35317E-007	1.59288E-007	21.2162	6
YHL030W	6.95024E-005	2.84462E-008	7.87932E-008	-52.6544	12
YBR200W	1.57291E-005	1.30266E-007	4.7724E-008	41.0285	9
YML107C	7.76566E-006	2.03279E-007	3.07316E-008	-0.563828	3
YGL077C	3.95354E-005	2.65467E-007	2.02086E-007	95.8448	30
YPL204W	1.69095E-005	3.16418E-007	1.52458E-007	21.824	25
YOL069W	1.06227E-005	1.31394E-007	3.27617E-008	19.7057	5
YNR011C	1.72958E-005	6.2651E-008	0.000000026	23.6738	7
YGL160W	2.93372E-005	1.49899E-007	6.82631E-008	30.1022	14
YLR359W	4.91247E-005	0.000000509	4.24745E-007	142.016	35
YOR091W	2.82055E-005	4.45594E-007	2.47275E-007	120.325	26
YDL067C	0.000158407	5.42618E-007	1.08056E-006	18.7969	4
YKL098W	1.17494E-005	1.54143E-007	2.614E-008	6.69896	3
