#Gene	Initiation	Avg. norm. mRNA read count	Avg. norm. rib. read count	Fitness	No. of segments
YDR195W	0.000012624	1.35597E-007	3.92794E-008	13.462	5
YCR098C	9.36452E-006	6.23512E-008	8.33998E-009	5.24678	1
YNL256W	2.91655E-005	1.16545E-007	6.43802E-008	55.3236	16
YMR278W	2.50359E-005	1.37723E-007	8.57537E-008	46.0683	14
YGL045W	5.45321E-006	1.05908E-007	0.000000013	-0.331297	3
YIL062C	2.63397E-005	0.000000916	7.16108E-007	43.1029	10
YML015C	1.74353E-005	0.000000129	5.32643E-008	31.2792	6
YOR197W	2.85489E-005	0.000000359	3.39679E-007	112.728	33
YKR089C	1.59867E-005	1.56138E-007	4.94545E-008	-69.7034	13
YEL004W	7.85151E-006	8.98082E-008	3.44074E-008	-19.7056	4
YKR072C	1.30532E-005	0.000000296	9.6738E-008	16.4521	15
YDL014W	0.000057671	1.56674E-006	1.38017E-006	101.104	21
YPR057W	8.97822E-006	2.04268E-007	2.8298E-008	12.4634	3
YLL032C	3.21299E-005	5.64477E-008	3.9082E-008	14.9778	8
YJL020C	7.13856E-005	9.11716E-008	1.49149E-007	59.9037	25
YBR039W	7.40616E-005	3.83661E-007	5.4748E-007	98.8244	24
YER024W	3.01736E-006	6.17012E-008	4.21798E-009	8.03102	1
YDR116C	0.000021696	1.86923E-007	0.000000132	38.8704	11
YGR258C	2.18677E-005	3.84842E-008	0.000000019	8.10666	4
YIL021W	0.000028463	4.06543E-007	2.71087E-007	109.363	23
YPL234C	5.52311E-005	1.36457E-006	1.4166E-006	64.9901	13
YLR090W	2.41346E-005	1.20492E-007	5.96223E-008	32.7361	7
YDL056W	1.85218E-005	6.88104E-008	3.02433E-008	-27.1411	7
YOR209C	3.42264E-005	5.56188E-007	3.79865E-007	101.939	31
YJL112W	9.72132E-006	1.15845E-007	2.75623E-008	9.78333	6
YPR017C	1.38674E-005	2.13569E-007	9.45031E-008	21.7173	5
YGL115W	2.72397E-005	4.75671E-007	2.38305E-007	98.1798	22
YLL051C	5.45321E-006	1.43799E-007	2.27725E-008	11.4334	6
YOL129W	2.13097E-005	7.03249E-007	3.83863E-007	58.0844	11
YEL044W	0.000016652	2.08774E-007	9.61729E-008	32.7132	6
YMR247C	5.65348E-005	4.08407E-008	5.14627E-008	-23.5958	12
YPR037C	3.45698E-005	1.51288E-007	1.04444E-007	29.7431	7
YML071C	2.01294E-005	9.74694E-008	5.16018E-008	24.2685	9
YBR077C	2.14814E-005	5.7632E-007	2.71195E-007	-2.15463	7
YDR176W	1.90368E-005	6.86081E-008	3.43738E-008	19.4809	7
YLR016C	8.97822E-006	2.72909E-007	5.36141E-008	5.9855	3
YER120W	3.81377E-005	1.60678E-006	0.000001273	75.2233	16
YNL090W	2.13097E-005	2.30719E-007	1.37793E-007	25.279	7
YBR042C	1.97343E-005	2.63288E-007	1.01702E-007	70.53	14
YOL062C	1.18353E-005	2.38267E-007	6.07485E-008	55.163	11
YOR307C	1.20713E-005	3.18419E-007	8.34664E-008	45.3842	11
YDR484W	1.33751E-005	1.1144E-007	3.17091E-008	26.7795	6
YJL194W	2.10522E-005	5.58901E-008	3.04177E-008	14.6392	3
YMR098C	1.33751E-005	0.000000106	3.41219E-008	20.7854	7
YBR095C	2.13097E-005	1.13206E-007	4.268E-008	2.33945	5
YHR111W	1.50048E-005	2.07788E-007	7.75602E-008	45.6238	12
YBL045C	6.55186E-005	3.26864E-007	3.77669E-007	107.95	30
YGL071W	1.83367E-005	7.36205E-008	2.86045E-008	-6.91816	6
YDR524C	1.42537E-005	1.0262E-007	3.6641E-008	44.7837	7
YPR184W	3.00374E-005	2.28023E-008	1.33235E-008	2.73762	5
YGR008C	5.86313E-005	6.61582E-007	8.47253E-007	-0.671743	6
YDL070W	0.000022922	1.89618E-007	8.25764E-008	60.5824	18
YCR047C	2.46926E-005	1.7042E-007	1.28094E-007	53.7589	11
YEL037C	0.00003294	5.1889E-007	4.54906E-007	119.389	28
YML022W	4.30981E-005	1.52752E-006	1.21679E-006	57.2432	13
YOR241W	0.000018165	3.2321E-007	1.14858E-007	92.4448	23
YOL002C	1.83367E-005	3.63174E-007	1.573E-007	70.6252	16
YML111W	1.97343E-005	9.18169E-008	4.38068E-008	53.1522	13
YBR202W	1.97343E-005	1.75729E-007	7.98744E-008	90.6331	22
YNL218W	0.000010451	5.60853E-008	2.02557E-008	5.70131	3
YKL205W	3.18723E-005	1.59823E-007	7.02654E-008	15.533	28
YBR088C	6.28991E-005	4.0753E-007	5.20275E-007	67.627	18
YBR055C	1.00647E-005	1.10318E-007	2.56758E-008	3.53394	7
YOR175C	3.75797E-005	0.000000317	2.04478E-007	134.513	35
YNL329C	1.00647E-005	6.30653E-008	1.39342E-008	19.9353	5
YFL005W	0.000045774	6.20177E-007	6.23208E-007	75.2603	15
YKL110C	1.46829E-005	2.70504E-007	9.61256E-008	33.2932	9
YHR040W	1.17494E-005	1.05198E-007	0.000000035	10.1176	4
YMR152W	2.56154E-005	0.000000361	1.82771E-007	119.606	23
YML057W	9.46378E-006	2.44482E-007	1.07103E-007	-111.043	22
YLL002W	0.000010451	0.000000124	2.70873E-008	14.8697	4
YKR038C	1.06227E-005	3.60793E-007	9.2949E-008	86.7607	14
YGL028C	3.00374E-005	3.42083E-007	2.41818E-007	44.817	31
YMR029C	2.36517E-005	1.73422E-007	7.66874E-008	57.1829	13
YGR216C	5.96828E-006	1.80879E-007	2.74687E-008	-32.0319	5
YJL115W	3.95354E-005	0.00000011	1.13591E-007	25.3419	6
YJR073C	2.55295E-005	4.26244E-007	2.85235E-007	73.2791	14
YGL004C	1.53482E-005	1.30084E-007	4.14909E-008	13.6012	5
YLR204W	4.91247E-005	2.37303E-007	2.43452E-007	22.8765	5
YKR007W	3.18723E-005	1.21408E-007	1.00635E-007	11.2683	3
YHR193C	6.28991E-005	4.47186E-006	5.02319E-006	58.2503	13
YGL056C	2.25652E-005	2.39518E-007	1.30178E-007	96.4316	24
YGL123W	5.56979E-005	1.64057E-005	1.32196E-005	63.5749	16
YDR303C	2.78836E-005	1.29413E-007	7.88971E-008	22.2745	20
YPL008W	9.72132E-006	0.000000061	0.000000013	-24.2592	4
YJR035W	1.77787E-005	2.65599E-008	1.04787E-008	9.76805	3
YPL086C	3.04237E-005	2.47127E-007	1.55089E-007	147.154	30
YDL116W	2.21789E-005	2.0237E-007	9.85733E-008	63.1841	22
YPL184C	1.92515E-005	1.42588E-007	8.44379E-008	63.5398	14
YMR023C	6.20435E-006	5.30959E-008	8.09563E-009	7.14022	1
YKR066C	4.12824E-005	4.59883E-007	3.9515E-007	98.5324	27
YDR252W	0.000027626	1.29219E-007	6.59437E-008	6.18469	2
YOR119C	2.49501E-005	1.23829E-007	6.22723E-008	37.3385	8
YLL003W	5.6249E-006	6.05917E-008	6.91329E-009	13.3497	2
YJR076C	3.07349E-005	2.79268E-007	2.10199E-007	102.155	27
YDR054C	2.38234E-005	4.56653E-007	2.86664E-007	82.8882	19
YLR409C	2.07303E-005	1.54734E-007	0.000000083	68.7348	27
YNL316C	1.59867E-005	1.79317E-007	6.50552E-008	15.5743	6
YKR065C	4.39552E-005	5.29326E-007	4.74887E-007	65.6749	13
YMR041C	1.50048E-005	1.10512E-007	3.31097E-008	15.394	4
YDR221W	3.83228E-005	7.56298E-008	6.18671E-008	57.6077	13
YMR267W	2.68333E-005	2.36359E-007	1.08694E-007	23.3547	9
YLR109W	0.000100262	1.62263E-005	2.47659E-005	59.4726	13
YKR009C	1.38674E-005	4.14524E-008	7.86778E-009	7.98686	2
YMR109W	2.82055E-005	1.67156E-007	1.24354E-007	178.438	50
YMR078C	1.56057E-005	7.5174E-008	2.63607E-008	23.9268	6
YLR094C	2.41346E-005	5.86127E-008	0.000000029	16.4951	3
YML070W	3.61096E-005	3.85131E-007	3.05482E-007	201.613	42
YDR232W	0.000142223	0.000000101	2.69498E-007	37.1891	12
YDR245W	3.16363E-005	4.60347E-007	2.1092E-007	116.281	28
YHR088W	2.43063E-005	2.14265E-007	1.35595E-007	40.9294	13
YLR114C	3.11212E-005	8.05653E-008	6.57758E-008	48.6715	12
YBR017C	4.94359E-005	1.91595E-007	1.85348E-007	102.019	43
YER100W	3.31761E-005	3.56277E-007	2.83714E-007	65.2537	16
YJR060W	2.41346E-005	3.79855E-007	2.10421E-007	108.433	27
YLR141W	1.14919E-005	5.5852E-008	1.81752E-008	6.332	1
YPR162C	1.17494E-005	1.7748E-007	4.72138E-008	11.6639	9
YDL089W	1.18353E-005	1.19192E-007	3.74341E-008	18.6764	6
YLR178C	1.40391E-005	3.46222E-007	1.44362E-007	14.1351	7
YHR175W	2.32654E-005	2.83536E-007	1.31071E-007	41.4134	7
YGR166W	9.72132E-006	1.38317E-007	3.21089E-008	21.463	7
YDL161W	2.18677E-005	1.62311E-007	0.000000099	0.532518	14
YJL178C	2.88064E-005	4.62624E-007	3.10384E-007	70.3871	18
YBR102C	1.79504E-005	8.5931E-008	4.24233E-008	31.152	11
YNL161W	1.69095E-005	1.5055E-007	6.88112E-008	36.0054	15
YJR055W	2.65758E-005	9.18036E-008	4.73874E-008	10.1013	2
YDR096W	1.94231E-005	0.000000049	3.02659E-008	13.6234	6
YBR175W	0.000008667	2.18831E-007	4.38608E-008	23.2355	4
YPL046C	3.07349E-005	1.41717E-007	1.16065E-007	14.6749	3
YGL099W	3.57877E-005	1.88472E-007	1.62195E-007	121.512	29
YIL119C	3.31761E-005	8.10828E-008	6.21572E-008	4.18452	6
YPL193W	1.27956E-005	9.23125E-008	2.93887E-008	19.0414	4
YKL196C	5.04103E-005	6.23628E-007	6.41766E-007	62.7393	14
YLR231C	2.07303E-005	0.00000017	1.00712E-007	72.9817	15
YFR021W	1.33751E-005	1.37869E-007	5.12284E-008	30.2896	7
YNL129W	3.42264E-005	1.23275E-007	7.97542E-008	27.5722	6
YJR139C	6.46729E-005	1.91427E-006	2.14454E-006	119.158	26
YKL016C	5.97389E-005	5.60938E-007	5.48338E-007	51.5781	12
YBR133C	1.06227E-005	1.28535E-007	4.19336E-008	23.5987	9
YGL017W	0.000006757	1.42693E-007	3.33025E-008	24.2418	6
YBR162C	9.57583E-005	0.000000698	1.08709E-006	107.69	31
YPR129W	4.02738E-005	3.61449E-007	2.88757E-007	95.454	23
YKL174C	1.88652E-005	1.44552E-007	6.72449E-008	34.246	12
YJR013W	1.72958E-005	1.68238E-007	8.23254E-008	51.7493	12
YJL133W	8.97822E-006	3.82378E-007	7.70891E-008	28.4113	8
YDL113C	1.50048E-005	9.79027E-008	2.85786E-008	12.2067	6
YDR143C	1.88652E-005	1.09947E-007	5.41699E-008	34.9315	12
YDL176W	6.20435E-006	1.23611E-007	1.29473E-008	1.51286	4
YBR111C	3.31761E-005	5.60783E-007	4.36449E-007	59.8678	17
YKR027W	8.97822E-006	1.06452E-007	2.55021E-008	1.66064	8
YGL019W	3.18938E-005	0.000000376	2.3154E-007	87.4335	18
YLR380W	4.16687E-005	2.15891E-007	0.000000197	119.173	24
YKL034W	1.86076E-005	0.000000097	4.406E-008	38.023	10
YNL172W	0.000018165	2.26482E-008	1.06944E-008	-5.81861	4
YJR042W	0.000036453	1.72094E-007	9.36096E-008	56.3312	25
YMR281W	2.14814E-005	1.22274E-007	6.1635E-008	36.6119	7
YMR135C	3.85435E-006	2.48884E-007	3.90931E-008	-70.4994	6
YPR144C	1.94231E-005	2.89469E-007	1.12706E-007	83.1805	22
YLR133W	2.91655E-005	9.61559E-008	6.95474E-008	49.8826	13
YNL023C	1.50048E-005	0.000000054	2.08063E-008	6.50569	6
YPL026C	2.65972E-005	9.51922E-008	6.33541E-008	21.6437	7
YIR011C	0.000013524	3.26425E-007	1.06162E-007	37.2092	9
YJR048W	8.81767E-005	4.06474E-007	6.59589E-007	27.2357	8
YDR214W	3.61096E-005	5.04307E-007	0.000000409	134.289	29
YLR222C	3.31976E-005	0.000000141	1.00628E-007	106.18	28
YPR111W	1.65661E-005	1.06272E-007	3.08262E-008	19.3029	5
YLR295C	7.11281E-005	0.000000651	9.13428E-007	30.7046	7
YDL201W	3.72685E-005	2.68828E-007	2.01076E-007	53.8977	14
YDR468C	1.88652E-005	2.22706E-007	1.11941E-007	18.2851	7
YDR332W	3.85435E-006	8.48933E-008	7.7864E-009	11.2572	2
YJR112W	1.77787E-005	1.33835E-007	8.07466E-008	17.6344	4
YOR064C	0.000008667	1.34127E-007	2.37473E-008	12.0204	2
YOR159C	3.45698E-005	2.303E-007	2.25867E-007	20.8699	5
YFR003C	3.90525E-005	1.96344E-007	2.04174E-007	17.9419	6
YOR311C	0.000016652	4.02084E-007	1.29104E-007	71.5607	15
YIL033C	0.000030252	3.69434E-007	2.8474E-007	101.053	28
YOR368W	2.72397E-005	7.6344E-008	2.31106E-008	-1.52645	2
YGR128C	2.69192E-005	2.35555E-007	1.40538E-007	88.0861	30
YBR159W	4.01879E-005	7.13644E-007	4.54249E-007	133.479	28
YDR023W	7.61886E-005	1.67646E-006	0.000001735	148.024	34
YPL133C	1.35562E-005	1.54628E-007	2.1687E-008	-10.3451	3
YDR189W	3.11212E-005	2.47404E-007	1.42273E-007	152.195	31
YLR337C	3.55302E-005	1.02847E-007	9.06438E-008	42.2795	18
YOL056W	2.50359E-005	1.55758E-007	8.25622E-008	31.7401	7
YOR075W	1.88652E-005	1.06105E-007	5.51515E-008	17.4142	5
YFR052W	3.95354E-005	6.72727E-007	5.3059E-007	85.9332	18
YMR302C	3.45698E-005	9.73928E-008	5.37577E-008	49.8097	13
YBR282W	5.56979E-005	1.90261E-007	1.76217E-007	32.9877	7
YOR079C	1.88652E-005	2.20739E-007	7.52588E-008	5.148	8
YCL030C	5.01743E-005	1.97406E-007	1.62115E-007	84.5109	31
YHR132C	4.25379E-005	3.25232E-007	3.25354E-007	121.949	30
YGR088W	6.92867E-006	2.91679E-007	2.3312E-008	-65.5843	4
YMR083W	4.44703E-005	1.75187E-006	1.24937E-006	125.146	29
YGL073W	0.000012624	1.18324E-007	2.99101E-008	8.71425	9
YDR194C	0.000071792	1.28224E-007	0.000000172	80.1846	22
YOL049W	3.31761E-005	3.53419E-007	2.02919E-007	146.894	31
YDR014W	1.02364E-005	5.03011E-008	1.08052E-008	4.81504	2
YNL257C	8.97822E-006	6.24352E-008	0.00000002	-79.2653	8
YNR030W	5.10113E-005	1.99528E-007	1.73791E-007	105.7	26
YMR189W	0.00003294	2.85155E-007	2.05777E-007	139.616	58
YIL093C	2.98657E-005	1.67569E-007	1.40544E-007	39.2988	10
YGR106C	0.000039707	1.61915E-006	1.15745E-006	81.1036	17
YLR397C	2.18677E-005	1.23633E-007	6.68407E-008	73.9569	15
YIL009W	1.60725E-005	1.49237E-007	4.62362E-008	19.0824	10
YJL210W	1.13202E-005	2.21383E-007	0.000000056	30.7892	5
YIL104C	1.30532E-005	0.000000163	4.98211E-008	-9.57928	8
YIL002C	0.000010451	8.01906E-008	2.5433E-008	-10.6208	8
YGL086W	5.71559E-005	3.67411E-008	3.77231E-008	-0.0335967	6
YGR159C	4.85667E-005	8.98083E-007	8.45814E-007	103.17	31
YAL044C	4.30981E-005	1.1801E-006	1.30108E-006	51.5215	11
YAL010C	1.56057E-005	9.36091E-008	2.95229E-008	9.87571	4
YPR081C	1.33751E-005	5.90534E-008	2.03808E-008	17.5476	3
YNL118C	4.53073E-005	2.16465E-007	1.03643E-007	-189.027	29
YNR023W	9.14991E-006	1.53849E-007	0.000000042	19.2367	8
YOL096C	1.94231E-005	1.56584E-007	7.14735E-008	30.4382	7
YGL228W	3.38401E-005	2.13772E-007	1.79717E-007	128.547	29
YDR284C	2.68333E-005	4.08738E-007	2.31074E-007	65.8868	18
YJR117W	5.49735E-005	3.86241E-007	0.000000391	126.637	30
YJL097W	4.43844E-005	6.4235E-007	0.000000474	78.2772	15
YGR271W	3.55302E-005	0.00000003	2.71199E-008	-35.7919	10
YNL242W	0.000037966	1.68497E-008	1.79054E-008	-10.2496	6
YGL155W	8.28073E-006	2.46644E-007	5.57929E-008	18.4991	8
YCL032W	1.02364E-005	0.000000131	3.86906E-008	26.0226	4
YOR048C	4.05313E-005	8.82205E-008	9.58765E-008	36.2497	21
YNL240C	1.26722E-005	1.25415E-007	4.5327E-008	42.1253	8
YDR233C	4.99939E-005	2.38873E-006	1.67321E-006	57.2154	20
YHR143W	3.81377E-005	7.06368E-007	5.80625E-007	41.8184	25
YOL041C	3.70968E-005	3.2382E-007	1.90592E-007	146.211	31
YBR222C	4.60101E-005	1.65788E-007	1.60217E-007	96.5816	21
YOR306C	5.6249E-006	2.4839E-007	2.24852E-008	10.3455	5
YER127W	0.000025272	2.07335E-007	1.15892E-007	53.2762	14
YNL091W	1.94231E-005	1.03575E-007	4.68016E-008	-12.1432	17
YOL063C	8.97822E-006	1.11721E-007	2.0125E-008	32.4439	8
YGR099W	8.49534E-006	8.9152E-008	2.33402E-008	18.0328	6
YMR226C	2.96082E-005	0.000000685	5.69481E-007	66.2106	17
YPL042C	1.38674E-005	9.72784E-008	2.66384E-008	7.34142	2
YBL015W	2.46926E-005	1.5614E-007	6.83969E-008	52.3132	12
YEL027W	0.000088005	3.76266E-006	5.96892E-006	54.8375	12
YDL015C	4.41269E-005	1.05857E-006	6.19232E-007	85.357	22
YOL086C	0.000093119	2.53514E-005	4.04086E-005	72.7631	19
YLR017W	3.31761E-005	4.43152E-007	2.80123E-007	139.722	28
YHR110W	1.94231E-005	3.63068E-007	1.30669E-007	45.3335	10
YBR041W	3.38401E-005	1.97583E-007	1.24526E-007	133.048	29
YDR430C	4.80382E-005	8.38213E-008	6.98017E-008	61.537	16
YGR193C	2.58246E-005	0.000000342	2.26349E-007	117.473	28
YPR185W	0.000016652	5.16824E-008	0.000000024	21.231	5
YCR044C	3.81377E-005	1.47216E-007	1.01528E-007	46.5228	12
YNL219C	3.18938E-005	2.12231E-007	1.50139E-007	118.761	28
YDR037W	0.000071792	0.000001696	1.79856E-006	206.794	46
YGR040W	0.000012624	1.57376E-007	4.20962E-008	18.3176	5
YER178W	5.11829E-005	1.74026E-006	1.70267E-006	144.952	33
YOL003C	1.74675E-005	1.52861E-007	5.94674E-008	39.7215	8
YLR320W	4.80937E-006	2.71312E-008	2.92917E-009	7.35293	1
YFR014C	3.42264E-005	8.25517E-008	6.06436E-008	28.8921	7
YOR320C	1.50263E-005	2.30787E-007	9.20996E-008	63.6894	15
YHR034C	1.40391E-005	1.1857E-007	4.79178E-008	2.30229	4
YBL019W	7.27205E-006	8.96867E-008	1.32607E-008	12.9841	2
YMR231W	3.24733E-005	7.29096E-008	4.15952E-008	13.5108	13
YOL070C	3.24733E-005	1.62728E-007	1.17822E-007	54.2522	15
YOL138C	0.00001633	4.11504E-008	1.19496E-008	23.2449	5
YMR216C	3.61311E-005	9.31102E-008	6.47138E-008	41.6884	14
YJL085W	1.55574E-005	8.53409E-008	3.27106E-008	26.1068	7
YDR533C	0.000018165	6.45091E-007	2.75256E-007	70.2177	15
YNR054C	2.96082E-005	1.44659E-007	9.21069E-008	45.9483	8
YER147C	1.20713E-005	6.13302E-008	1.86455E-008	5.58249	4
YDR130C	1.33751E-005	1.59459E-007	5.38792E-008	-1.01857	4
YPR082C	2.04727E-005	2.01209E-007	8.85645E-008	15.8064	4
YGL173C	9.44545E-005	1.74249E-007	3.46362E-007	-73.3115	60
YOL038W	2.58729E-005	7.49776E-007	0.000000637	49.0404	17
YDL197C	2.45937E-006	1.50205E-007	1.03E-008	8.01383	1
YNL275W	1.56057E-005	6.83492E-008	2.01201E-008	16.2543	4
YAR015W	3.75797E-005	3.71237E-007	2.33602E-007	89.2664	20
YPR046W	1.63086E-005	1.31649E-007	3.75412E-008	11.1155	2
YOR086C	6.56045E-005	1.05678E-007	1.34558E-007	33.0689	25
YHR201C	4.14971E-005	2.50221E-007	1.45232E-007	27.8861	15
YPL213W	1.60725E-005	1.43394E-007	6.96656E-008	14.5275	4
YNL082W	2.78836E-005	4.76287E-008	2.36127E-008	2.51176	7
YNL299W	1.63086E-005	8.47357E-008	2.43774E-008	11.9845	4
YDR395W	5.20521E-005	2.5569E-007	2.52814E-007	137.507	55
YOR279C	4.19773E-006	1.12147E-007	3.13873E-008	-49.5966	2
YOR224C	3.61311E-005	1.40037E-006	0.000001054	47.9301	9
YKL211C	3.75797E-005	3.33819E-007	2.48381E-007	141.096	31
YGL060W	0.000025272	9.76098E-008	3.76106E-008	28.976	8
YNL311C	9.46378E-006	1.27516E-007	2.05424E-008	3.57122	5
YLR079W	0.000013139	3.85491E-007	1.28518E-007	21.2153	10
YMR204C	1.63086E-005	4.61185E-008	0.00000002	5.61008	2
YMR093W	1.92515E-005	3.15619E-007	1.46549E-007	118.294	27
YGR076C	3.58735E-005	1.44412E-007	1.40392E-007	21.1254	5
YMR042W	1.69095E-005	2.44144E-007	0.000000063	6.54651	3
YDR079W	5.52311E-005	1.64371E-007	1.96136E-007	16.0142	4
YMR268C	8.97822E-006	1.04481E-007	2.07452E-008	10.2995	3
YER043C	0.000199668	1.11205E-006	3.50319E-006	128.903	33
YGL100W	2.63397E-005	0.000000387	1.99743E-007	99.1311	22
YOR150W	3.61311E-005	2.93304E-007	2.09189E-007	15.4767	8
YMR106C	1.57291E-005	5.53295E-008	1.72602E-008	15.0983	4
YDR055W	1.23289E-005	1.47366E-006	4.14814E-007	156.739	31
YBL061C	1.14919E-005	2.12518E-007	0.000000055	45.8404	14
YGL203C	5.85079E-005	9.64402E-008	1.23417E-007	65.2957	17
YMR140W	1.57291E-005	1.28348E-007	5.27982E-008	13.9091	7
YLR095C	7.18621E-006	1.56261E-007	5.38006E-008	-124.113	15
YBR034C	5.22667E-005	3.95122E-007	2.77224E-007	79.8823	25
YLR401C	2.10522E-005	1.64937E-007	7.87976E-008	69.9891	16
YDR244W	0.000008667	1.06671E-007	4.14941E-008	-52.6364	8
YDL088C	1.38674E-005	2.26399E-007	6.98016E-008	26.9756	11
YJR063W	6.01253E-005	3.03316E-007	3.72688E-007	34.0988	7
YLR113W	1.06227E-005	0.00000055	2.77886E-007	-74.1569	30
YMR161W	2.41346E-005	2.40054E-007	1.47378E-007	50.2307	12
YPR163C	7.87787E-005	9.01883E-007	1.15676E-006	103.493	27
YJL184W	3.55302E-005	1.76177E-007	1.95198E-007	18.8684	4
YER025W	8.76187E-005	0.000000675	8.33909E-007	128.355	39
YDR527W	1.74675E-005	0.000000217	6.84763E-008	48.5655	11
YKR086W	1.00647E-005	5.76266E-008	1.54241E-008	30.7689	6
YML041C	1.11056E-005	2.14407E-007	5.73943E-008	11.0336	5
YCR004C	4.16687E-005	9.37852E-007	9.96057E-007	61.031	18
YLL033W	9.72132E-006	0.000000097	2.06455E-008	6.08775	1
YCR106W	1.27956E-005	4.78479E-008	9.26382E-009	6.76697	2
YGR132C	0.000039707	5.06568E-007	4.24847E-007	100.744	19
YER165W	8.72753E-005	1.61389E-006	2.25737E-006	176.238	40
YML038C	1.50263E-005	3.46294E-007	0.000000085	-41.5617	11
YCL059C	4.25379E-005	2.94868E-007	2.27305E-007	90.2544	18
YML014W	1.88652E-005	1.38207E-007	9.26539E-008	11.6916	7
YKR071C	2.45209E-005	4.00945E-007	2.38637E-007	94.2525	22
YDR489W	1.14919E-005	0.000000151	4.08476E-008	18.8219	4
YOR233W	1.46829E-005	1.03686E-007	3.81181E-008	2.1635	9
YPR049C	1.09339E-005	4.21535E-008	1.22865E-008	13.4322	5
YPL040C	0.000021696	3.70773E-008	1.55251E-008	27.6782	5
YNL070W	0.000111792	7.26628E-007	1.32009E-006	14.3876	3
YBR127C	0.000156778	8.75361E-007	2.25617E-006	94.405	37
YPL235W	3.67105E-005	3.33755E-007	2.47382E-007	136.505	30
YDL008W	2.23506E-005	1.88441E-007	1.20362E-007	20.6164	7
YOR047C	1.99577E-005	9.49473E-008	0.000000042	8.53683	4
YGR280C	2.32654E-005	1.80314E-007	0.000000114	36.145	8
YDL159W	1.42537E-005	0.000000073	2.89045E-008	19.327	4
YJR014W	0.00004342	6.92891E-007	6.23205E-007	40.0162	14
YGL190C	2.07088E-005	3.09682E-007	1.4488E-007	29.6943	20
YBR110W	2.25652E-005	2.82646E-007	9.91496E-008	-6.91338	16
YDR144C	3.00374E-005	2.37444E-007	1.70091E-007	129.508	29
YGR257C	0.000008109	1.73773E-007	3.33327E-008	12.0115	4
YPL018W	6.92867E-006	3.74947E-007	5.32062E-008	42.5481	7
YGL018C	3.51492E-005	1.25164E-007	9.3084E-008	9.65393	3
YMR075W	1.35562E-005	8.15763E-008	2.53295E-008	13.8927	5
YMR020W	6.92867E-006	1.57323E-007	2.61674E-008	16.2067	4
YKL120W	1.77787E-005	2.05338E-007	6.54065E-008	41.759	8
YJR041C	3.54067E-005	0.000000076	5.82493E-008	-4.4288	15
YKL175W	2.98657E-005	2.82083E-007	1.71815E-007	140.935	30
YDR379W	1.50048E-005	5.45522E-008	1.66604E-008	-3.74399	4
YMR179W	2.69192E-005	0.000000029	1.92752E-008	10.8576	3
YLR381W	7.76566E-006	7.00539E-008	9.73854E-009	7.56102	3
YHR169W	1.42537E-005	2.05438E-007	8.62817E-008	23.0258	14
YOR103C	2.98657E-005	5.27861E-007	0.000000358	44.3331	8
YDL175C	1.38674E-005	1.62142E-007	4.88072E-008	9.44166	4
YCR059C	1.47687E-005	2.17813E-007	0.000000086	38.9293	8
YKL137W	3.28542E-005	2.23588E-007	2.30471E-007	20.1993	5
YNL059C	0.000028227	1.31151E-007	8.4403E-008	70.1273	18
YBL042C	3.75797E-005	1.46812E-007	1.25527E-007	117.268	24
YDL102W	4.30766E-005	0.00000005	4.96821E-008	43.2002	12
YPL161C	1.47687E-005	1.15348E-007	3.43034E-008	8.06267	8
YJL063C	2.78836E-005	2.48489E-007	1.92485E-007	48.5869	12
YLR214W	3.63671E-005	3.7346E-007	3.54237E-007	171.346	49
YMR149W	0.000037966	7.99939E-007	5.18153E-007	80.1515	18
YIR010W	1.50048E-005	6.42492E-008	2.43074E-008	22.0677	5
YDR331W	4.63535E-005	1.2452E-007	1.19449E-007	33.8104	12
YKR044W	7.50813E-006	1.14716E-007	2.27428E-008	19.6191	3
YGL029W	5.62773E-005	1.95806E-007	1.59277E-007	18.8946	4
YFL004W	7.04252E-005	4.13513E-007	4.28445E-007	142.405	61
YKL149C	1.13202E-005	1.07153E-007	2.51577E-008	22.4049	4
YOR040W	1.85218E-005	6.06841E-008	2.91121E-008	7.62109	2
YER139C	2.14814E-005	1.31376E-007	5.25719E-008	14.4107	3
YDL128W	5.04103E-005	1.90281E-007	2.35498E-007	85.4955	18
YLR433C	2.74543E-005	9.03092E-008	5.86676E-008	49.0566	9
YMR068W	0.000008109	9.11149E-008	1.23811E-008	6.73385	2
YPL098C	4.30981E-005	5.06838E-007	0.000000504	35.357	7
YMR153W	9.46378E-006	1.93192E-007	8.7819E-008	-85.888	12
YGR239C	1.42537E-005	8.07646E-008	0.000000028	17.9628	3
YDL040C	3.83228E-005	2.59389E-007	2.57446E-007	141.25	56
YER032W	1.88652E-005	5.97556E-008	2.34002E-008	5.11171	6
YJR070C	4.21516E-005	8.43219E-007	8.24556E-007	107.665	23
YDL097C	2.46926E-005	7.24386E-007	4.43061E-007	164.437	33
YGL005C	2.38234E-005	1.41462E-007	5.71844E-008	22.8316	5
YGR262C	1.44254E-005	2.87498E-007	0.000000108	42.6943	10
YIR024C	4.19799E-005	1.01889E-007	6.62506E-008	10.7726	3
YDL111C	1.50048E-005	4.35607E-007	1.69439E-007	48.8271	12
YPR152C	1.20713E-005	6.12658E-008	2.26624E-008	13.6405	3
YPL007C	1.35562E-005	0.000000116	3.21342E-008	24.719	6
YLR203C	2.95223E-005	3.06365E-007	2.10053E-007	122.693	29
